"Parent Molecule ChEMBL ID";"Parent Molecule Name";"Parent Molecule Type";"Max Phase";"First Approval";"USAN Stem";"Smiles";"Mechanism of Action";"Mechanism Comment";"Selectivity Comment";"Target ChEMBL ID";"Target Name";"Action Type";"Target Type";"Target Organism";"Binding Site Name";"Binding Site Comment";"References";"Synonyms";"Parent Molecule ChEMBL ID"
"CHEMBL715";"OLANZAPINE";"Small molecule";"4.0";"1996";"'-pine'";"Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1";"Serotonin 2a (5-HT2a) receptor antagonist";"";"";"CHEMBL224";"5-hydroxytryptamine receptor 2A";"ANTAGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL715': [{'ref_id': 'label/2015/020592s064,021086s042,021253s049lbl.pdf', 'ref_url': 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/020592s064,021086s042,021253s049lbl.pdf', 'ref_type': 'FDA'}], 'CHEMBL3989694': [{'ref_id': 'label/2012/022173s008s010s014lbl.pdf', 'ref_url': 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/022173s008s010s014lbl.pdf', 'ref_type': 'FDA'}]}";"Olanzapine (BAN, INN, JAN, MI, USAN, USP)|Olanzapine pamoate (USAN)|Olanzapine pamoate monohydrate (MI)|";"CHEMBL715"
"CHEMBL1617";"RIFAXIMIN";"Small molecule";"4";"2004";"'rifa-'";"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C";"Bacterial DNA-directed RNA polymerase inhibitor";"";"";"CHEMBL2364672";"Bacterial DNA-directed RNA polymerase";"INHIBITOR";"PROTEIN COMPLEX";"Bacteria";"RNA polymerase beta/beta prime subunit";"Beta subunit is binding site";"{'CHEMBL1617': [{'ref_id': 'setid=523f0320-cc73-445a-a48d-7a181c182307', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=523f0320-cc73-445a-a48d-7a181c182307', 'ref_type': 'DailyMed'}]}";"Rifaximin (INN, JAN, MI, USAN)|";"CHEMBL1617"
"CHEMBL5314401";"CNV2197944";"Small molecule";"2";"None";"";"Cc1ncccc1C(=O)N1CCN(S(=O)(=O)c2ccc(C(F)(F)F)cc2)C[C@@H]1C";"Voltage-gated N-type calcium channel alpha-1B subunit blocker";"";"";"CHEMBL4478";"Voltage-dependent N-type calcium channel subunit alpha-1B";"BLOCKER";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL5314401': [{'ref_id': 'http://www.convergencepharma.com/index.asp?page_id=15', 'ref_url': 'http://www.convergencepharma.com/index.asp?page_id=15', 'ref_type': 'Other'}, {'ref_id': 'http://www.dddmag.com/articles/2011/05/n-type-calcium-channel-blocker-chronic-pain', 'ref_url': 'http://www.dddmag.com/articles/2011/05/n-type-calcium-channel-blocker-chronic-pain', 'ref_type': 'Other'}]}";"Cnv-2197944|Cnv2197944";"CHEMBL5314401"
"CHEMBL1173655";"AFATINIB";"Small molecule";"4";"2013";"'-tinib'";"CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1";"Receptor protein-tyrosine kinase erbB-4 inhibitor";"Afatinib covalently binds to the kinase domains of EGFR (ErbB1), HER2 (ErbB2), and HER4 (ErbB4) and irreversibly inhibits tyrosine kinase autophosphorylation, resulting in downregulation of ErbB signaling";"";"CHEMBL3009";"Receptor tyrosine-protein kinase erbB-4";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL2105712': [{'ref_id': 'fd638e5e-8032-e7ca-0179-95e96ab5d387', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fd638e5e-8032-e7ca-0179-95e96ab5d387', 'ref_type': 'DailyMed'}]}";"Afatinib dimaleate (MI, USAN)|Afatinib maleate (JAN)|Afatinib (INN, MI, USAN)|";"CHEMBL1173655"
"CHEMBL39677";"ACRIDINE";"Small molecule";"2";"None";"";"c1ccc2nc3ccccc3cc2c1";"DNA disrupting agent";"";"";"CHEMBL2311221";"DNA";"DISRUPTING AGENT";"NUCLEIC-ACID";"Homo sapiens";"";"";"{'CHEMBL39677': [{'ref_id': '14529454', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/14529454/', 'ref_type': 'PubMed'}]}";"Acridine (MI)|";"CHEMBL39677"
"CHEMBL127071";"POZANICLINE";"Small molecule";"2";"None";"'-nicline'";"Cc1ncccc1OC[C@@H]1CCCN1";"Neuronal acetylcholine receptor; alpha6/beta2 partial agonist";"";"";"CHEMBL2109237";"Neuronal acetylcholine receptor; alpha6/beta2";"PARTIAL AGONIST";"PROTEIN COMPLEX";"Homo sapiens";"";"";"{'CHEMBL127071': [{'ref_id': '19481067', 'ref_url': 'http://europepmc.org/abstract/MED/19481067', 'ref_type': 'PubMed'}, {'ref_id': 'Pozanicline', 'ref_url': 'https://en.wikipedia.org/wiki/Pozanicline', 'ref_type': 'Wikipedia'}]}";"Pozanicline tartrate (USAN)|Pozanicline (INN, USAN, USAN)|";"CHEMBL127071"
"CHEMBL479";"THIORIDAZINE";"Small molecule";"4.0";"1962";"";"CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2";"Serotonin 2a (5-HT2a) receptor antagonist";"";"";"CHEMBL224";"5-hydroxytryptamine receptor 2A";"ANTAGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL479': [{'ref_id': 'archiveid=143101', 'ref_url': 'http://www.dailymed.nlm.nih.gov/dailymed/archives/fdaDrugInfo.cfm?archiveid=143101', 'ref_type': 'DailyMed'}, {'ref_id': '0443-059748 PP. 542', 'ref_url': 'http://www.isbnsearch.org/isbn/0443059748', 'ref_type': 'ISBN'}], 'CHEMBL1200916': [{'ref_id': 'archiveid=143101', 'ref_url': 'http://www.dailymed.nlm.nih.gov/dailymed/archives/fdaDrugInfo.cfm?archiveid=143101', 'ref_type': 'DailyMed'}, {'ref_id': '0443-059748 PP. 542', 'ref_url': 'http://www.isbnsearch.org/isbn/0443059748', 'ref_type': 'ISBN'}]}";"Thioridazine (BAN, INN, MI, USAN, USP)|";"CHEMBL479"
"CHEMBL20883";"TEGAFUR";"Small molecule";"4";"None";"";"O=c1[nH]c(=O)n(C2CCCO2)cc1F";"DNA inhibitor";"";"";"CHEMBL2311221";"DNA";"INHIBITOR";"NUCLEIC-ACID";"Homo sapiens";"";"";"{'CHEMBL20883': [{'ref_id': 'https://www.ema.europa.eu/en/documents/product-information/teysuno-epar-product-information_en.pdf', 'ref_url': 'https://www.ema.europa.eu/en/documents/product-information/teysuno-epar-product-information_en.pdf', 'ref_type': 'EMA'}]}";"Tegafur (BAN, INN, JAN, MI, USAN)|";"CHEMBL20883"
"CHEMBL4204794";"AVAPRITINIB";"Small molecule";"4";"2020";"'-tinib'";"Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1";"Stem cell growth factor receptor inhibitor";"Receptor tyrosine kinases have a role in cell proliferation and are targeted by cancer chemotherapy. Avapritinib inhibits autophosphorylation in KIT D816V and PDGFRA D842V mutants (IC50 of 4 nM and 30 nM, respectively) in vitro and was active in a mouse xenograft model.";"Active against PDGFRA and PDGFRA D842 and multiple KIT exon 11, 11/17 and 17 mutants (IC50s < 25 nM). Other potential targets: wild-type KIT, PDGFRB, CSFR1.";"CHEMBL1936";"Mast/stem cell growth factor receptor Kit";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL4204794': [{'ref_id': 'label/2020/212608s000lbl.pdf', 'ref_url': 'https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/212608s000lbl.pdf', 'ref_type': 'FDA'}]}";"Avapritinib (INN, USAN)|";"CHEMBL4204794"
"CHEMBL1517";"OXYTETRACYCLINE";"Small molecule";"4.0";"1964";"'-cycline'";"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12";"Bacterial 70S ribosome inhibitor";"";"";"CHEMBL2363135";"Bacterial 70S ribosome";"INHIBITOR";"PROTEIN NUCLEIC-ACID COMPLEX";"Bacteria";"16S ribosomal RNA";"16s RRNA";"{'CHEMBL3989568': [{'ref_id': 'D01596', 'ref_url': 'http://www.kegg.jp/dbget-bin/www_bget?dr:D01596', 'ref_type': 'KEGG'}], 'CHEMBL1607480': [{'ref_id': 'D01596', 'ref_url': 'http://www.kegg.jp/dbget-bin/www_bget?dr:D01596', 'ref_type': 'KEGG'}], 'CHEMBL1517': [{'ref_id': 'D01596', 'ref_url': 'http://www.kegg.jp/dbget-bin/www_bget?dr:D01596', 'ref_type': 'KEGG'}]}";"Oxytetracycline hydrochloride (MI)|Oxytetracycline (INN, MI)|";"CHEMBL1517"
"CHEMBL4594456";"CADONILIMAB";"Antibody";"3";"None";"'-mab'";"None";"Cytotoxic T-lymphocyte protein 4 inhibitor";"";"";"CHEMBL2364164";"Cytotoxic T-lymphocyte protein 4";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL4594456': [{'ref_id': 'NCT03852251', 'ref_url': 'https://www.clinicaltrials.gov/ct2/show/NCT03852251', 'ref_type': 'ClinicalTrials'}, {'ref_id': 'https://ascopubs.org/doi/abs/10.1200/JCO.2021.39.3_suppl.232', 'ref_url': 'https://ascopubs.org/doi/abs/10.1200/JCO.2021.39.3_suppl.232', 'ref_type': 'Other'}, {'ref_id': 'https://www.akesobio.com/media/1306/akeso-2020-interim-results-presentation.pdf', 'ref_url': 'https://www.akesobio.com/media/1306/akeso-2020-interim-results-presentation.pdf', 'ref_type': 'Other'}]}";"Cadonilimab (INN, USAN)|";"CHEMBL4594456"
"CHEMBL2095222";"OCRIPLASMIN";"Protein";"4";"2010";"'-plasmin'";"None";"Collagen hydrolytic enzyme";"It's a recombinant truncated form of human plasmin with proteolytic activity against protein components of the vitreous body and the vitreoretinal interface";"";"CHEMBL2364188";"Collagen";"HYDROLYTIC ENZYME";"PROTEIN COMPLEX GROUP";"Homo sapiens";"";"";"{'CHEMBL2095222': [{'ref_id': 'setid=390682b7-72c4-11e1-b0c4-0800200c9a66', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=390682b7-72c4-11e1-b0c4-0800200c9a66', 'ref_type': 'DailyMed'}]}";"Ocriplasmin (INN, JAN, USAN)|";"CHEMBL2095222"
"CHEMBL422";"TRIFLUOPERAZINE";"Small molecule";"4";"1959";"";"CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1";"Serotonin 2a (5-HT2a) receptor antagonist";"";"";"CHEMBL224";"5-hydroxytryptamine receptor 2A";"ANTAGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL1257040': [{'ref_id': '0443-059748 PP. 544', 'ref_url': 'http://www.isbnsearch.org/isbn/0443059748', 'ref_type': 'ISBN'}, {'ref_id': 'Trifluoperazine', 'ref_url': 'http://en.wikipedia.org/wiki/Trifluoperazine', 'ref_type': 'Wikipedia'}]}";"Trifluoperazine (INN, MI)|Trifluoperazine dihydrochloride (MI)|";"CHEMBL422"
"CHEMBL3577124";"LY-3009120";"Small molecule";"1";"None";"";"CNc1ncc2cc(-c3cc(NC(=O)NCCC(C)(C)C)c(F)cc3C)c(C)nc2n1";"Serine/threonine-protein kinase A-Raf inhibitor";"";"";"CHEMBL1169596";"Serine/threonine-protein kinase A-Raf";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3577124': [{'ref_id': '25965804', 'ref_url': 'http://europepmc.org/abstract/MED/25965804', 'ref_type': 'PubMed'}]}";"Ly-3009120|Pan-raf inhibitor ly3009120";"CHEMBL3577124"
"CHEMBL325041";"BORTEZOMIB";"Small molecule";"4.0";"None";"'-zomib'";"CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O";"26S proteasome inhibitor";"";"";"CHEMBL2364701";"26S proteasome";"INHIBITOR";"PROTEIN COMPLEX";"Homo sapiens";"26S proteosome beta-5 subunit";"Binds the chymotrypsin-like subunit of the proteasome|MB1 (P28074) is binding site";"{'CHEMBL325041': [{'ref_id': 'setid=1521d321-e724-4ffc-adad-34bf4f44fac7#section-13', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1521d321-e724-4ffc-adad-34bf4f44fac7#section-13', 'ref_type': 'DailyMed'}, {'ref_id': '21606441', 'ref_url': 'http://europepmc.org/abstract/MED/21606441', 'ref_type': 'PubMed'}], 'CHEMBL5315122': [{'ref_id': 'https://www.ema.europa.eu/en/documents/product-information/bortezomib-hospira-epar-product-information_en.pdf', 'ref_url': 'https://www.ema.europa.eu/en/documents/product-information/bortezomib-hospira-epar-product-information_en.pdf', 'ref_type': 'EMA'}]}";"Bortezomib (BAN, INN, JAN, MI, USAN)|Bortezomib hydrate (JAN)|";"CHEMBL325041"
"CHEMBL360328";"LORCASERIN";"Small molecule";"4";"2012";"'-caserin'";"C[C@H]1CNCCc2ccc(Cl)cc21";"Serotonin 2c (5-HT2c) receptor agonist";"";"";"CHEMBL225";"5-hydroxytryptamine receptor 2C";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL2095211': [{'ref_id': 'LORCASERIN', 'ref_url': 'http://chembl.blogspot.co.uk/search?q=LORCASERIN', 'ref_type': 'Expert'}]}";"Lorcaserin (INN, MI)|Lorcaserin hydrochloride (MI, USAN)|";"CHEMBL360328"
"CHEMBL3039519";"SAMATASVIR";"Small molecule";"2";"None";"'-vir'";"COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc(-c3csc4c(-c5ccc(-c6c[nH]c([C@@H]7CCCN7C(=O)[C@H](NC(=O)OC)c7ccccc7)n6)cc5)csc34)ccc2[nH]1)C(C)C";"Nonstructural protein 5A inhibitor";"";"";"CHEMBL3307224";"Nonstructural protein 5A";"INHIBITOR";"SINGLE PROTEIN";"Hepatitis C virus";"";"";"{'CHEMBL3039519': [{'ref_id': '24867983', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/24867983/', 'ref_type': 'PubMed'}]}";"Samatasvir (INN, USAN)|";"CHEMBL3039519"
"CHEMBL4297599";"ASPACYTARABINE";"Small molecule";"2";"None";"'-arabine'";"N[C@@H](CC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1)C(=O)O";"DNA disrupting agent";"";"";"CHEMBL2311221";"DNA";"DISRUPTING AGENT";"NUCLEIC-ACID";"Homo sapiens";"";"";"{'CHEMBL4297599': [{'ref_id': 'setid=1315f89d-f530-4dff-98e5-27d51617d4a1', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1315f89d-f530-4dff-98e5-27d51617d4a1', 'ref_type': 'DailyMed'}, {'ref_id': '31770437', 'ref_url': 'http://europepmc.org/abstract/MED/31770437', 'ref_type': 'PubMed'}]}";"Aspacytarabine hydrochloride (USAN)|Aspacytarabine (INN, USAN)|";"CHEMBL4297599"
"CHEMBL578390";"APX-3330";"Small molecule";"2";"None";"";"CCCCCCCCC/C(=C\C1=C(C)C(=O)C(OC)=C(OC)C1=O)C(=O)O";"DNA-(apurinic or apyrimidinic site) lyase inhibitor";"";"";"CHEMBL5619";"DNA repair nuclease/redox regulator APEX1";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL578390': [{'ref_id': 'https://mct.aacrjournals.org/content/14/12_Supplement_2/B167', 'ref_url': 'https://mct.aacrjournals.org/content/14/12_Supplement_2/B167', 'ref_type': 'Other'}]}";"Apx-3330|Apx3330";"CHEMBL578390"
"CHEMBL4298031";"GREMUBAMAB";"Antibody";"2";"None";"'-mab'";"None";"Low calcium response locus protein V inhibitor";"";"";"CHEMBL3988501";"Low calcium response locus protein V";"INHIBITOR";"SINGLE PROTEIN";"Pseudomonas aeruginosa";"";"";"{'CHEMBL4298031': [{'ref_id': '28463232', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/28463232/', 'ref_type': 'PubMed'}]}";"Gremubamab (INN, USAN)|";"CHEMBL4298031"
"CHEMBL871";"ETIDRONIC ACID";"Small molecule";"4";"1977";"'-dronate'";"CC(O)(P(=O)(O)O)P(=O)(O)O";"ATP inhibitor";"1st generation of biphosphonates, moa: its incorporated in ATP anologues, which accumulate in osteoclasts leading to its early apoptosis (specific to osteoclast, because it binds to hydropatite, and is then slowly released when the bone is reabsorded)";"";"CHEMBL2366048";"ATP";"INHIBITOR";"SMALL MOLECULE";"Homo sapiens";"";"";"{'CHEMBL1201042': [{'ref_id': 'setid=fa07734d-b381-4f33-a555-53b6614f4b08', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fa07734d-b381-4f33-a555-53b6614f4b08', 'ref_type': 'DailyMed'}, {'ref_id': '9780702034718 PP. 437-438', 'ref_url': 'http://www.isbnsearch.org/isbn/9780702034718', 'ref_type': 'ISBN'}, {'ref_id': '16046206', 'ref_url': 'http://europepmc.org/abstract/MED/16046206', 'ref_type': 'PubMed'}]}";"Etidronic acid (BAN, INN, MI, USAN)|Etidronate disodium (JAN, USAN, USP)|Etidronic acid disodium salt (MI)|";"CHEMBL871"
"CHEMBL2107830";"EMPAGLIFLOZIN";"Small molecule";"4";"2014";"'-gliflozin'";"OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O";"Sodium/glucose cotransporter 2 inhibitor";"";"";"CHEMBL3884";"Sodium/glucose cotransporter 2";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL2107830': [{'ref_id': 'label/2014/204629s000lbl.pdf', 'ref_url': 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/204629s000lbl.pdf', 'ref_type': 'FDA'}]}";"Empagliflozin (INN, MI, USAN)|";"CHEMBL2107830"
"CHEMBL684";"DIETHYLCARBAMAZINE";"Small molecule";"4";"1950";"";"CCN(CC)C(=O)N1CCN(C)CC1";"Nematode GABA-A receptor positive modulator";"";"";"CHEMBL2364676";"Nematode GABA-A receptor";"POSITIVE MODULATOR";"PROTEIN COMPLEX GROUP";"Onchocercidae";"";"";"{'CHEMBL937': [{'ref_id': '9780702034718 PP. 670', 'ref_url': 'http://www.isbnsearch.org/isbn/9780702034718', 'ref_type': 'ISBN'}, {'ref_id': '12421359', 'ref_url': 'http://europepmc.org/abstract/MED/12421359', 'ref_type': 'PubMed'}, {'ref_id': 'Anthelmintic', 'ref_url': 'http://en.wikipedia.org/wiki/Anthelmintic', 'ref_type': 'Wikipedia'}, {'ref_id': 'Diethylcarbamazine', 'ref_url': 'http://en.wikipedia.org/wiki/Diethylcarbamazine', 'ref_type': 'Wikipedia'}, {'ref_id': 'Piperazine', 'ref_url': 'http://en.wikipedia.org/wiki/Piperazine', 'ref_type': 'Wikipedia'}]}";"Diethylcarbamazine (INN, MI)|";"CHEMBL684"
"CHEMBL1189025";"BROSTALLICIN";"Small molecule";"2";"None";"";"C=C(Br)C(=O)Nc1cc(C(=O)Nc2cc(C(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCNC(=N)N)n(C)c4)n(C)c3)n(C)c2)n(C)c1";"DNA disrupting agent";"Forms a complex with GSH which enhances activity.";"";"CHEMBL2311221";"DNA";"DISRUPTING AGENT";"NUCLEIC-ACID";"Homo sapiens";"";"";"{'CHEMBL1189025': [{'ref_id': '11956092', 'ref_url': 'http://europepmc.org/abstract/MED/11956092', 'ref_type': 'PubMed'}, {'ref_id': '12912942', 'ref_url': 'http://europepmc.org/abstract/MED/12912942', 'ref_type': 'PubMed'}, {'ref_id': '14562032', 'ref_url': 'http://europepmc.org/abstract/MED/14562032', 'ref_type': 'PubMed'}, {'ref_id': '15090736', 'ref_url': 'http://europepmc.org/abstract/MED/15090736', 'ref_type': 'PubMed'}]}";"Brostallicin (INN, MI)|";"CHEMBL1189025"
"CHEMBL5314341";"GLUCAGON";"Protein";"4";"1998";"";"None";"Glucagon receptor agonist";"";"";"CHEMBL1985";"Glucagon receptor";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL5314341': [{'ref_id': '12529935', 'ref_url': 'http://europepmc.org/abstract/MED/12529935', 'ref_type': 'PubMed'}]}";"Glucagon (BAN, INN, JAN, USP)|";"CHEMBL5314341"
"CHEMBL1201826";"IDURSULFASE";"Enzyme";"4";"2006";"'-ase'";"None";"Heparan sulfate hydrolytic enzyme";"";"";"CHEMBL2364677";"Heparan sulfate";"HYDROLYTIC ENZYME";"OLIGOSACCHARIDE";"Homo sapiens";"";"";"{'CHEMBL1201826': [{'ref_id': 'setid=60cba843-5aab-4dd7-96dc-66648d413be3#nlm34090-1', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=60cba843-5aab-4dd7-96dc-66648d413be3#nlm34090-1', 'ref_type': 'DailyMed'}]}";"Iduronate-2-sulfatase (MI)|Idursulfase (BAN, INN, USAN)|";"CHEMBL1201826"
"CHEMBL1200733";"DESFLURANE";"Small molecule";"4";"1992";"'-flurane'";"FC(F)OC(F)C(F)(F)F";"Potassium channel subfamily K member 10 opener";"";"";"CHEMBL2331041";"Potassium channel subfamily K member 10";"OPENER";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL1200733': [{'ref_id': '15562060', 'ref_url': 'http://europepmc.org/abstract/MED/15562060', 'ref_type': 'PubMed'}, {'ref_id': '16192517', 'ref_url': 'http://europepmc.org/abstract/MED/16192517', 'ref_type': 'PubMed'}, {'ref_id': '16402123', 'ref_url': 'http://europepmc.org/abstract/MED/16402123', 'ref_type': 'PubMed'}, {'ref_id': '17227289', 'ref_url': 'http://europepmc.org/abstract/MED/17227289', 'ref_type': 'PubMed'}]}";"Desflurane (INN, JAN, MI, USAN, USP)|";"CHEMBL1200733"
"CHEMBL3989751";"NEOMYCIN";"Unknown";"4.0";"1957";"'-mycin'";"None";"Bacterial 70S ribosome inhibitor";"";"";"CHEMBL2363135";"Bacterial 70S ribosome";"INHIBITOR";"PROTEIN NUCLEIC-ACID COMPLEX";"Bacteria";"16S ribosomal RNA";"16s RRNA|30S,16S RNA";"{'CHEMBL3989769': [{'ref_id': '17131180', 'ref_url': 'http://europepmc.org/abstract/MED/17131180', 'ref_type': 'PubMed'}, {'ref_id': '17553640', 'ref_url': 'http://europepmc.org/abstract/MED/17553640', 'ref_type': 'PubMed'}, {'ref_id': '17875999', 'ref_url': 'http://europepmc.org/abstract/MED/17875999', 'ref_type': 'PubMed'}, {'ref_id': '18060665', 'ref_url': 'http://europepmc.org/abstract/MED/18060665', 'ref_type': 'PubMed'}, {'ref_id': 'Neomycin#Neomycin_as_a_DNA_binder', 'ref_url': 'http://en.wikipedia.org/wiki/Neomycin#Neomycin_as_a_DNA_binder', 'ref_type': 'Wikipedia'}], 'CHEMBL3989751': [{'ref_id': '11959595', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/11959595/', 'ref_type': 'PubMed'}]}";"Neomycin undecylenate (USAN)|Fradiomycin sulfate (JAN)|Neomycin b sulfate (MI)|Neomycin sulfate (USP)|Neomycin (BAN, INN, MI)|Neomycin palmitate (USAN)|";"CHEMBL3989751"
"CHEMBL1098319";"2-MERCAPTOETHANESULFONIC ACID";"Small molecule";"4";"1988";"";"O=S(=O)(O)CCS";"Unknown";"";"";"";"";"None";"";"";"";"";"{'CHEMBL975': [{'ref_id': 'nda/2002/20-855_Mesnex_Prntlbl.pdf', 'ref_url': 'http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/20-855_Mesnex_Prntlbl.pdf', 'ref_type': 'FDA'}]}";"Mesna (BAN, INN, JAN, MI, USAN, USP)|Mesna free acid (BAN, INN, USAN)|";"CHEMBL1098319"
"CHEMBL1483";"ALBENDAZOLE";"Small molecule";"4";"1996";"'-bendazole'";"CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1";"Tubulin inhibitor";"";"";"CHEMBL2364705";"Tubulin";"INHIBITOR";"PROTEIN COMPLEX GROUP";"Nematoda";"Beta tubulin";"Binds to beta tubulin";"{'CHEMBL1483': [{'ref_id': 'setid=e8941166-b77d-45aa-a6e8-04f1c0afd845', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e8941166-b77d-45aa-a6e8-04f1c0afd845', 'ref_type': 'DailyMed'}, {'ref_id': '9780702034718 PP. 669', 'ref_url': 'http://www.isbnsearch.org/isbn/9780702034718', 'ref_type': 'ISBN'}, {'ref_id': '13678839', 'ref_url': 'http://europepmc.org/abstract/MED/13678839', 'ref_type': 'PubMed'}]}";"Albendazole (BAN, INN, JAN, MI, USAN, USP)|";"CHEMBL1483"
"CHEMBL204240";"IMEPITOIN";"Small molecule";"-1";"None";"'-toin'";"O=C1N=C(N2CCOCC2)CN1c1ccc(Cl)cc1";"GABA-A receptor; anion channel partial agonist";"Approved veterinary";"";"CHEMBL5303569";"GABA-A receptor; anion channel";"PARTIAL AGONIST";"PROTEIN COMPLEX GROUP";"Canis lupus familiaris";"";"";"{'CHEMBL204240': [{'ref_id': 'https://www.ema.europa.eu/en/documents/product-information/pexion-epar-product-information_en.pdf', 'ref_url': 'https://www.ema.europa.eu/en/documents/product-information/pexion-epar-product-information_en.pdf', 'ref_type': 'EMA'}]}";"Imepition";"CHEMBL204240"
"CHEMBL1201595";"LARONIDASE";"Enzyme";"4";"2003";"'-ase'";"None";"Heparan sulfate hydrolytic enzyme";"Replacement of alpha-L-iduronidase enzyme";"";"CHEMBL2364677";"Heparan sulfate";"HYDROLYTIC ENZYME";"OLIGOSACCHARIDE";"Homo sapiens";"";"";"{'CHEMBL1201595': [{'ref_id': 'setid=a80ac249-cae4-41f3-88bb-344088b20e60#nlm34090-1', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a80ac249-cae4-41f3-88bb-344088b20e60#nlm34090-1', 'ref_type': 'DailyMed'}]}";"Laronidase (INN, JAN, MI, USAN)|";"CHEMBL1201595"
"CHEMBL2110737";"CELGOSIVIR";"Small molecule";"2";"None";"'-vir'";"CCCC(=O)O[C@H]1CN2CC[C@H](O)[C@@H]2[C@@H](O)[C@@H]1O";"Alpha glucosidase inhibitor";"";"";"CHEMBL3833502";"Alpha glucosidase";"INHIBITOR";"PROTEIN FAMILY";"Homo sapiens";"";"";"{'CHEMBL2110737': [{'ref_id': '19649930', 'ref_url': 'http://europepmc.org/abstract/MED/19649930', 'ref_type': 'PubMed'}, {'ref_id': '27509020', 'ref_url': 'http://europepmc.org/abstract/MED/27509020', 'ref_type': 'PubMed'}]}";"Celgosivir (INN)|Celgosivir hydrochloride (USAN)|";"CHEMBL2110737"
"CHEMBL4650516";"FINOTONLIMAB";"Antibody";"3";"None";"'-mab'";"None";"Programmed cell death protein 1 inhibitor";"";"";"CHEMBL3307223";"Programmed cell death protein 1";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL4650516': [{'ref_id': 'NCT04171284', 'ref_url': 'https://clinicaltrials.gov/ct2/show/NCT04171284', 'ref_type': 'ClinicalTrials'}]}";"Finotonlimab (INN)|";"CHEMBL4650516"
