"Parent Molecule ChEMBL ID";"Parent Molecule Name";"Parent Molecule Type";"Max Phase";"First Approval";"USAN Stem";"Smiles";"Mechanism of Action";"Mechanism Comment";"Selectivity Comment";"Target ChEMBL ID";"Target Name";"Action Type";"Target Type";"Target Organism";"Binding Site Name";"Binding Site Comment";"References";"Synonyms";"Parent Molecule ChEMBL ID"
"CHEMBL4594352";"TLC-388";"Small molecule";"2";"None";"";"CC[C@@]1(OC(=O)C(C)ON=C2c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3-c3c2cc([N+](=O)[O-])cc3[N+](=O)[O-])C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1";"DNA topoisomerase I inhibitor";"";"";"CHEMBL1781";"DNA topoisomerase 1";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL4594352': [{'ref_id': 'https://ascopubs.org/doi/abs/10.1200/jco.2011.29.15_suppl.e13618', 'ref_url': 'https://ascopubs.org/doi/abs/10.1200/jco.2011.29.15_suppl.e13618', 'ref_type': 'Other'}, {'ref_id': 'https://cancerres.aacrjournals.org/content/69/9_Supplement/1703', 'ref_url': 'https://cancerres.aacrjournals.org/content/69/9_Supplement/1703', 'ref_type': 'Other'}, {'ref_id': '32281394', 'ref_url': 'http://europepmc.org/abstract/MED/32281394', 'ref_type': 'PubMed'}]}";"Lipotecan|Lipothecan free base|Tlc-388";"CHEMBL4594352"
"CHEMBL408513";"BELINOSTAT";"Small molecule";"4";"2014";"'-stat'";"O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO";"Histone deacetylase inhibitor";"";"";"CHEMBL2093865";"Histone deacetylase";"INHIBITOR";"PROTEIN FAMILY";"Homo sapiens";"";"";"{'CHEMBL408513': [{'ref_id': 'label/2014/206256lbl.pdf', 'ref_url': 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/206256lbl.pdf', 'ref_type': 'FDA'}]}";"Belinostat (INN, MI, USAN)|";"CHEMBL408513"
"CHEMBL1535";"HYDROXYCHLOROQUINE";"Small molecule";"4";"1955";"";"CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12";"Ferriprotoporphyrin IX inhibitor";"inhibits polymerisation";"";"CHEMBL613897";"Ferriprotoporphyrin IX";"INHIBITOR";"SMALL MOLECULE";"Plasmodium falciparum";"";"";"{'CHEMBL1690': [{'ref_id': '14967191', 'ref_url': 'http://europepmc.org/abstract/MED/14967191', 'ref_type': 'PubMed'}, {'ref_id': 'Hemozoin', 'ref_url': 'http://en.wikipedia.org/wiki/Hemozoin', 'ref_type': 'Wikipedia'}]}";"Hydroxychloroquine sulfate (MI)|Hydroxychloroquine (INN, MI)|";"CHEMBL1535"
"CHEMBL1200660";"ISOSORBIDE";"Small molecule";"4";"1974";"";"O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O";"Osmotic agent";"";"";"";"";"None";"";"";"";"";"{'CHEMBL1200660': [{'ref_id': 'setid=f305b18b-8506-4414-87a1-10aa3b76a691', 'ref_url': 'https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f305b18b-8506-4414-87a1-10aa3b76a691', 'ref_type': 'DailyMed'}]}";"Isosorbide (BAN, INN, JAN, MI, USAN, USP)|";"CHEMBL1200660"
"CHEMBL3545083";"RGB-286638";"Small molecule";"1";"None";"";"COCCN1CCN(Cc2ccc(-c3n[nH]c4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1";"Cyclin-dependent kinase 5 inhibitor";"";"";"CHEMBL4036";"Cyclin-dependent kinase 5";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3545083': [{'ref_id': '23807770', 'ref_url': 'http://europepmc.org/abstract/MED/23807770', 'ref_type': 'PubMed'}]}";"Rgb-286638";"CHEMBL3545083"
"CHEMBL855";"TRIPROLIDINE";"Small molecule";"4";"1982";"";"Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1";"Histamine H1 receptor antagonist";"";"";"CHEMBL231";"Histamine H1 receptor";"ANTAGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3188034': [{'ref_id': '22629251', 'ref_url': 'http://europepmc.org/abstract/MED/22629251', 'ref_type': 'PubMed'}, {'ref_id': 'Triprolidine', 'ref_url': 'http://en.wikipedia.org/wiki/Triprolidine', 'ref_type': 'Wikipedia'}]}";"Triprolidine (INN)|Triprolidine hydrochloride hydrate (JAN)|Triprolidine hydrochloride monohydrate (MI)|";"CHEMBL855"
"CHEMBL513909";"BI-2536";"Small molecule";"2";"None";"";"CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1";"Serine/threonine-protein kinase PLK1 inhibitor";"Also potent inhibitor of PLK2 and PLK3.";"";"CHEMBL3024";"Serine/threonine-protein kinase PLK1";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL513909': [{'ref_id': '17291758', 'ref_url': 'http://europepmc.org/abstract/MED/17291758', 'ref_type': 'PubMed'}, {'ref_id': '17291761', 'ref_url': 'http://europepmc.org/abstract/MED/17291761', 'ref_type': 'PubMed'}, {'ref_id': '19568282', 'ref_url': 'http://europepmc.org/abstract/MED/19568282', 'ref_type': 'PubMed'}]}";"Bi-2536";"CHEMBL513909"
"CHEMBL61872";"TALAMPANEL";"Small molecule";"2";"None";"'-ampa-'";"CC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2C[C@H]1C)OCO3";"Glutamate receptor ionotropic, AMPA 2 antagonist";"";"";"CHEMBL4016";"Glutamate receptor 2";"ANTAGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL61872': [{'ref_id': '23402301', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/23402301/', 'ref_type': 'PubMed'}]}";"Talampanel (INN, MI)|";"CHEMBL61872"
"CHEMBL2104987";"TEDUGLUTIDE";"Protein";"4";"2012";"'-tide'";"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)O)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)O)[C@@H](C)CC";"Glucagon-like peptide 2 receptor agonist";"";"";"CHEMBL5844";"Glucagon-like peptide 2 receptor";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL2104987': [{'ref_id': 'setid=66b69c1e-b25c-44d3-b5ff-1c1de9a516fa', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=66b69c1e-b25c-44d3-b5ff-1c1de9a516fa', 'ref_type': 'DailyMed'}]}";"Teduglutide (BAN, INN, JAN, MI, USAN)|";"CHEMBL2104987"
"CHEMBL3907479";"FGFR INHIBITOR DEBIO 1347";"Small molecule";"2";"None";"";"Cc1nc2ccc(-n3ncc(C(=O)c4cc5ccccc5[nH]4)c3N)cc2[nH]1";"Fibroblast growth factor receptor 3 inhibitor";"";"";"CHEMBL2742";"Fibroblast growth factor receptor 3";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3907479': [{'ref_id': 'NCT01948297', 'ref_url': 'https://www.clinicaltrials.gov/ct2/show/NCT01948297', 'ref_type': 'ClinicalTrials'}, {'ref_id': '25169980', 'ref_url': 'http://europepmc.org/abstract/MED/25169980', 'ref_type': 'PubMed'}]}";"Fgfr inhibitor debio 1347";"CHEMBL3907479"
"CHEMBL1742461";"LAFUTIDINE";"Small molecule";"3";"None";"'-tidine'";"O=C(C[S+]([O-])Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1";"Histamine H2 receptor antagonist";"";"";"CHEMBL1941";"Histamine H2 receptor";"ANTAGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL1742461': [{'ref_id': '11436515', 'ref_url': 'http://europepmc.org/abstract/MED/11436515', 'ref_type': 'PubMed'}, {'ref_id': '21349265', 'ref_url': 'http://europepmc.org/abstract/MED/21349265', 'ref_type': 'PubMed'}]}";"Lafutidine (INN, JAN, MI)|";"CHEMBL1742461"
"CHEMBL1004";"DOXYLAMINE";"Small molecule";"4";"1948";"";"CN(C)CCOC(C)(c1ccccc1)c1ccccn1";"Histamine H1 receptor antagonist";"";"";"CHEMBL231";"Histamine H1 receptor";"ANTAGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL1200392': [{'ref_id': '8099438', 'ref_url': 'http://europepmc.org/abstract/MED/8099438', 'ref_type': 'PubMed'}, {'ref_id': 'Doxylamine', 'ref_url': 'http://en.wikipedia.org/wiki/Doxylamine', 'ref_type': 'Wikipedia'}]}";"Doxylamine succinate (MI)|Doxylamine (INN)|";"CHEMBL1004"
"CHEMBL528";"CEFTIZOXIME";"Small molecule";"4";"1983";"'cef-'";"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1";"Bacterial penicillin-binding protein inhibitor";"";"";"CHEMBL2354204";"Bacterial penicillin-binding protein";"INHIBITOR";"PROTEIN FAMILY";"Bacteria";"";"";"{'CHEMBL1201019': [{'ref_id': '15716453', 'ref_url': 'http://europepmc.org/abstract/MED/15716453', 'ref_type': 'PubMed'}, {'ref_id': '7018389', 'ref_url': 'http://europepmc.org/abstract/MED/7018389', 'ref_type': 'PubMed'}]}";"Ceftizoxime sodium (JAN, USAN, USP)|Ceftizoxime sodium salt (MI)|Ceftizoxime (BAN, INN, JAN, MI, USP)|";"CHEMBL528"
"CHEMBL3989859";"TOCOPHEROL ACETATE";"Small molecule";"4";"2000";"";"CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2";"Supplement";"Parenteral nutrition supplement.";"";"";"";"None";"";"";"";"";"{'CHEMBL3989859': [{'ref_id': 'https://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-265_Infuvite%20Pediatric_prntlbl.pdf', 'ref_url': 'https://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-265_Infuvite%20Pediatric_prntlbl.pdf', 'ref_type': 'FDA'}]}";"Alpha tocopheryl acetate (USP)|";"CHEMBL3989859"
"CHEMBL1241";"TRIPELENNAMINE";"Small molecule";"4.0";"1948";"";"CN(C)CCN(Cc1ccccc1)c1ccccn1";"Histamine H1 receptor antagonist";"";"";"CHEMBL231";"Histamine H1 receptor";"ANTAGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL1200446': [{'ref_id': '7513381', 'ref_url': 'http://europepmc.org/abstract/MED/7513381', 'ref_type': 'PubMed'}], 'CHEMBL1200769': [{'ref_id': '7513381', 'ref_url': 'http://europepmc.org/abstract/MED/7513381', 'ref_type': 'PubMed'}]}";"Tripelennamine (INN)|";"CHEMBL1241"
"CHEMBL361497";"ARTESUNATE";"Small molecule";"4";"2020";"'arte-'";"C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3";"Unknown";"";"";"";"";"None";"";"";"";"";"{'CHEMBL361497': [{'ref_id': 'label/2020/213036s000lbl.pdf', 'ref_url': 'https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/213036s000lbl.pdf', 'ref_type': 'FDA'}]}";"Artesunate (INN, MI, USAN, USP)|";"CHEMBL361497"
"CHEMBL2111109";"TASIDOTIN";"Protein";"2";"None";"'-dotin'";"CC(C)[C@H](NC(=O)[C@H](C(C)C)N(C)C)C(=O)N(C)[C@H](C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)NC(C)(C)C)C(C)C";"Tubulin inhibitor";"";"";"CHEMBL2095182";"Tubulin";"INHIBITOR";"PROTEIN COMPLEX GROUP";"Homo sapiens";"";"";"{'CHEMBL2111109': [{'ref_id': '17440090', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/17440090/', 'ref_type': 'PubMed'}]}";"Tasidotin hydrochloride (USAN)|Tasidotin (INN)|";"CHEMBL2111109"
"CHEMBL1200853";"DYDROGESTERONE";"Small molecule";"4";"1982";"'-gest-; -ster-; -terone'";"CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C";"Progesterone receptor agonist";"";"";"CHEMBL208";"Progesterone receptor";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL1200853': [{'ref_id': '15128769', 'ref_url': 'http://europepmc.org/abstract/MED/15128769', 'ref_type': 'PubMed'}, {'ref_id': '16045524', 'ref_url': 'http://europepmc.org/abstract/MED/16045524', 'ref_type': 'PubMed'}, {'ref_id': '6827166', 'ref_url': 'http://europepmc.org/abstract/MED/6827166', 'ref_type': 'PubMed'}]}";"Dydrogesterone (BAN, INN, JAN, MI, USAN, USP)|";"CHEMBL1200853"
"CHEMBL338604";"C-1311";"Small molecule";"2";"None";"";"CCN(CC)CCNc1ccc2ncn3c4ccc(O)cc4c(=O)c1c23";"DNA topoisomerase II inhibitor";"Intercalates to DNA and following metabolic activation, covalently crosslinks DNA strands (PMID: 12007568, PMID:25896848)";"";"CHEMBL2094255";"DNA topoisomerase II";"INHIBITOR";"PROTEIN FAMILY";"Homo sapiens";"";"";"{'CHEMBL338604': [{'ref_id': '23823138', 'ref_url': 'http://europepmc.org/abstract/MED/23823138', 'ref_type': 'PubMed'}, {'ref_id': '25896848', 'ref_url': 'http://europepmc.org/abstract/MED/25896848', 'ref_type': 'PubMed'}, {'ref_id': '8622625', 'ref_url': 'http://europepmc.org/abstract/MED/8622625', 'ref_type': 'PubMed'}]}";"C 1311|C-1311|Xls-002";"CHEMBL338604"
"CHEMBL373742";"VASOPRESSIN";"Protein";"4";"2014";"'-pressin'";"N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O";"Vasopressin receptor agonist";"";"";"CHEMBL2363078";"Vasopressin receptor";"AGONIST";"PROTEIN FAMILY";"Homo sapiens";"";"";"{'CHEMBL373742': [{'ref_id': '2168', 'ref_url': 'https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2168', 'ref_type': 'IUPHAR'}]}";"Arginine vasopressin (MI)|Vasopressin (MI)|Vasopressin injection (INN)|";"CHEMBL373742"
"CHEMBL1200934";"NORGESTIMATE";"Small molecule";"4";"1989";"'-gest-'";"C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC";"Progesterone receptor agonist";"";"";"CHEMBL208";"Progesterone receptor";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL1200934': [{'ref_id': 'setid=222f0530-c4b7-47ec-99c9-4ff81eabf485#nlm34090-1', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=222f0530-c4b7-47ec-99c9-4ff81eabf485#nlm34090-1', 'ref_type': 'DailyMed'}]}";"Norgestimate (BAN, INN, MI, USAN, USP)|";"CHEMBL1200934"
"CHEMBL3586404";"ONATASERTIB";"Small molecule";"2";"None";"'-sertib'";"CO[C@H]1CC[C@H](N2C(=O)CNc3ncc(-c4ccc(C(C)(C)O)nc4)nc32)CC1";"Serine/threonine-protein kinase mTOR inhibitor";"ATP-competitive mTORC1/mTORC2 inhibitor";"";"CHEMBL2842";"Serine/threonine-protein kinase mTOR";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3586404': [{'ref_id': '25855786', 'ref_url': 'http://europepmc.org/abstract/MED/25855786', 'ref_type': 'PubMed'}]}";"Onatasertib (INN, USAN)|";"CHEMBL3586404"
"CHEMBL2216870";"IDELALISIB";"Small molecule";"4";"2014";"'-lisib'";"CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1";"PI3-kinase p110-delta subunit inhibitor";"";"";"CHEMBL3130";"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL2216870': [{'ref_id': 'label/2014/206545lbl.pdf', 'ref_url': 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/206545lbl.pdf', 'ref_type': 'FDA'}]}";"Idelalisib (INN, MI, USAN)|";"CHEMBL2216870"
"CHEMBL1201580";"ADALIMUMAB";"Antibody";"4";"2002";"'-mab'";"None";"TNF-alpha inhibitor";"";"";"CHEMBL1825";"Tumor necrosis factor";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL1201580': [{'ref_id': 'setid=608d4f0d-b19f-46d3-749a-7159aa5f933d', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=608d4f0d-b19f-46d3-749a-7159aa5f933d', 'ref_type': 'DailyMed'}]}";"Adalimumab (BAN, INN, MI, USAN)|Adalimumab (genetical recombination) (JAN)|Adalimumab beta (INN)|";"CHEMBL1201580"
"CHEMBL1980297";"ILORASERTIB";"Small molecule";"2";"None";"'-sertib'";"Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12";"SRC inhibitor";"Multitargeted kinase inhibitor ";"";"CHEMBL2363074";"SRC";"INHIBITOR";"PROTEIN FAMILY";"Homo sapiens";"";"";"{'CHEMBL1980297': [{'ref_id': '22935731', 'ref_url': 'http://europepmc.org/abstract/MED/22935731', 'ref_type': 'PubMed'}]}";"Ilorasertib (INN, USAN, USAN)|";"CHEMBL1980297"
"CHEMBL218394";"BOCEPREVIR";"Small molecule";"4";"2011";"'-vir'";"CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C";"Hepatitis C virus serine protease, NS3/NS4A inhibitor";"";"";"CHEMBL2095231";"Hepatitis C virus serine protease, NS3/NS4A";"INHIBITOR";"PROTEIN COMPLEX";"Hepatitis C virus";"";"";"{'CHEMBL218394': [{'ref_id': 'setid=ae879ebe-b620-4829-b6f8-74b58da1c771#nlm34090-1', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ae879ebe-b620-4829-b6f8-74b58da1c771#nlm34090-1', 'ref_type': 'DailyMed'}, {'ref_id': 'BOCEPREVIR', 'ref_url': 'http://chembl.blogspot.co.uk/search?q=BOCEPREVIR', 'ref_type': 'Expert'}]}";"Boceprevir (INN, MI, USAN)|";"CHEMBL218394"
"CHEMBL1742982";"AFLIBERCEPT";"Protein";"4";"2011";"'-cept'";"None";"Placenta growth factor inhibitor";"";"";"CHEMBL1697671";"Placenta growth factor";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL1742982': [{'ref_id': 'setid=f6725df6-50ee-4b0a-b900-d02ba634395d', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f6725df6-50ee-4b0a-b900-d02ba634395d', 'ref_type': 'DailyMed'}, {'ref_id': 'setid=f96cfd69-da34-41ee-90a9-610a4655cd1c', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f96cfd69-da34-41ee-90a9-610a4655cd1c', 'ref_type': 'DailyMed'}]}";"Aflibercept (INN, JAN, MI, USAN)|Aflibercept (genetical recombination) (JAN)|";"CHEMBL1742982"
"CHEMBL4297838";"TILSOTOLIMOD";"Unknown";"3";"None";"'-imod'";"None";"Toll-like receptor 9 agonist";"";"";"CHEMBL5804";"Toll-like receptor 9";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL4297838': [{'ref_id': 'https://ir.iderapharma.com/news-releases/news-release-details/idera-pharmaceuticals-presents-pre-clinical-data-demonstrating', 'ref_url': 'https://ir.iderapharma.com/news-releases/news-release-details/idera-pharmaceuticals-presents-pre-clinical-data-demonstrating', 'ref_type': 'Other'}, {'ref_id': 'https://www.annalsofoncology.org/article/S0923-7534(19)59407-8/pdf', 'ref_url': 'https://www.annalsofoncology.org/article/S0923-7534(19)59407-8/pdf', 'ref_type': 'Other'}]}";"Tilsotolimod (INN, USAN)|";"CHEMBL4297838"
"CHEMBL290960";"NIFURTIMOX";"Small molecule";"4";"2020";"'nifur-'";"CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1";"DNA inhibitor";"Not fully elucidated but reactive metabolites are throught to damage nuclear and kinetoplast DNA.";"";"CHEMBL4495551";"DNA";"INHIBITOR";"NUCLEIC-ACID";"Trypanosoma cruzi";"";"";"{'CHEMBL290960': [{'ref_id': 'label/2020/213464s000lbl.pdf', 'ref_url': 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/213464s000lbl.pdf', 'ref_type': 'FDA'}]}";"Nifurtimox (BAN, INN, MI, USAN)|";"CHEMBL290960"
"CHEMBL1214124";"PERAMPANEL";"Small molecule";"4";"2012";"'-ampa-'";"N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O";"Glutamate receptor ionotropic AMPA antagonist";"";"";"CHEMBL2096670";"Glutamate receptor ionotropic AMPA";"ANTAGONIST";"PROTEIN COMPLEX GROUP";"Homo sapiens";"";"";"{'CHEMBL1214124': [{'ref_id': 'PERAMPANEL', 'ref_url': 'http://chembl.blogspot.co.uk/search?q=PERAMPANEL', 'ref_type': 'Expert'}]}";"Perampanel (INN, MI, USAN)|";"CHEMBL1214124"
"CHEMBL3545241";"AC-430";"Small molecule";"1";"None";"";"Cc1cc(Nc2nc(C(O)c3ccc(F)cc3)nc3ccccc23)n[nH]1";"Tyrosine-protein kinase JAK2 inhibitor";"";"";"CHEMBL2971";"Tyrosine-protein kinase JAK2";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3545241': [{'ref_id': 'http://www.blackwellpublishing.com/acrmeeting/abstract.asp?MeetingID=774&id=88924', 'ref_url': 'http://www.blackwellpublishing.com/acrmeeting/abstract.asp?MeetingID=774&id=88924', 'ref_type': 'Other'}]}";"Ac-430";"CHEMBL3545241"
"CHEMBL1200830";"FERROUS SULFATE";"Small molecule";"4";"1982";"";"None";"Supplement";"";"";"";"";"None";"";"";"";"";"{'CHEMBL1200830': [{'ref_id': 'https://bnf.nice.org.uk/drug/ferrous-sulfate.html', 'ref_url': 'https://bnf.nice.org.uk/drug/ferrous-sulfate.html', 'ref_type': 'BNF'}, {'ref_id': 'setid=5514d582-19b5-4f1e-b794-f790afb8211c', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5514d582-19b5-4f1e-b794-f790afb8211c', 'ref_type': 'DailyMed'}]}";"Ferrous sulfate (MI)|Ferrous sulfate heptahydrate (MI)|Ferrous sulfate hydrate (JAN)|";"CHEMBL1200830"
"CHEMBL220492";"TOPIRAMATE";"Small molecule";"4";"1996";"";"CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1";"Glutamate receptor ionotropic AMPA antagonist";"";"";"CHEMBL2096670";"Glutamate receptor ionotropic AMPA";"ANTAGONIST";"PROTEIN COMPLEX GROUP";"Homo sapiens";"";"";"{'CHEMBL220492': [{'ref_id': 'setid=21628112-0c47-11df-95b3-498d55d89593#nlm34090-1', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=21628112-0c47-11df-95b3-498d55d89593#nlm34090-1', 'ref_type': 'DailyMed'}, {'ref_id': '10768292', 'ref_url': 'http://europepmc.org/abstract/MED/10768292', 'ref_type': 'PubMed'}]}";"Topiramate (BAN, INN, JAN, MI, USAN, USP)|";"CHEMBL220492"
"CHEMBL1082";"AMOXICILLIN";"Small molecule";"4";"1974";"'-cillin'";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O";"Bacterial penicillin-binding protein inhibitor";"";"";"CHEMBL2354204";"Bacterial penicillin-binding protein";"INHIBITOR";"PROTEIN FAMILY";"Bacteria";"";"";"{'CHEMBL1082': [{'ref_id': '9780702034718 PP. 626-627', 'ref_url': 'http://www.isbnsearch.org/isbn/9780702034718', 'ref_type': 'ISBN'}]}";"Amoxicillin sodium (USAN)|Amoxicillin sodium salt (MI)|Amoxicillin (BAN, INN, JAN, MI, USAN, USP)|Amoxicillin hydrate (JAN)|Amoxicillin trihydrate (MI)|Amoxicilline (INN)|";"CHEMBL1082"
"CHEMBL1643880";"PUMOSETRAG";"Small molecule";"2";"None";"'-setrag'";"O=C(N[C@H]1CN2CCC1CC2)c1c[nH]c2ccsc2c1=O";"Serotonin 3 (5-HT3) receptor partial agonist";"";"";"CHEMBL2094132";"Serotonin 3 (5-HT3) receptor";"PARTIAL AGONIST";"PROTEIN COMPLEX GROUP";"Homo sapiens";"";"";"{'CHEMBL1643880': [{'ref_id': '16336295', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/16336295/', 'ref_type': 'PubMed'}]}";"Pumosetrag (INN)|";"CHEMBL1643880"
"CHEMBL726";"FLUPHENAZINE";"Small molecule";"4";"1959";"";"OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1";"Dopamine D2 receptor antagonist";"";"";"CHEMBL217";"D(2) dopamine receptor";"ANTAGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL1448187': [{'ref_id': '11873706', 'ref_url': 'http://europepmc.org/abstract/MED/11873706', 'ref_type': 'PubMed'}, {'ref_id': '7508675', 'ref_url': 'http://europepmc.org/abstract/MED/7508675', 'ref_type': 'PubMed'}, {'ref_id': '7828655', 'ref_url': 'http://europepmc.org/abstract/MED/7828655', 'ref_type': 'PubMed'}, {'ref_id': 'Antipsychotic#Mechanism_of_action', 'ref_url': 'http://en.wikipedia.org/wiki/Antipsychotic#Mechanism_of_action', 'ref_type': 'Wikipedia'}]}";"Fluphenazine dihydrochloride (MI)|Fluphenazine (INN)|";"CHEMBL726"
